8  	-90.069382225 		0.0844843511980779	299.5	5958655986
16 	-349.538807725 		0.2171197507831776	299.5	6046115059
32 	-1379.9527390625 	0.48567469628532695	299.96	5880449310
48	-3093.77 		1.25831			300	6134577323
64	-5494.79		1.13397			600	12230023212
96	-12344.7		1.68906			600	12134402204
128	-21945.3 		1.98441			600	12209073158
